index,likes,downloads,datasets :: ARC,datasets :: Average,datasets :: GSM8K,datasets :: HellaSwag,datasets :: MMLU,datasets :: TruthfulQA,datasets :: Unnamed: 0,datasets :: Winogrande,version number,UGI-Leaderboard :: Internet,UGI-Leaderboard :: UGI 🏆,UGI-Leaderboard :: Unruly,UGI-Leaderboard :: W/10 👍,created_at_numeric,pipeline tag_question-answering,pipeline tag_text-classification,pipeline tag_text-generation,pipeline tag_nan,architectural type_codegen,architectural type_deepseek_v2,architectural type_gemma,architectural type_gpt2,architectural type_gpt_bigcode,architectural type_llama,architectural type_mistral,architectural type_mixtral,architectural type_qwen2,architectural type_stablelm,architectural type_nan,real architecture_CodeGenForCausalLM,real architecture_DeepseekV2ForCausalLM,real architecture_GPT2LMHeadModel,real architecture_GPTBigCodeForCausalLM,real architecture_GemmaForCausalLM,real architecture_LlamaForCausalLM,real architecture_LlamaForSequenceClassification,real architecture_MistralForCausalLM,real architecture_MixtralForCausalLM,real architecture_Qwen2ForCausalLM,real architecture_StableLmForCausalLM,real architecture_nan,parameters_0.5B,parameters_1.1B,parameters_1.3B,parameters_10.2B,parameters_10.7B,parameters_13B,parameters_14B,parameters_16B,parameters_22B,parameters_24B,parameters_2B,parameters_2X7B,parameters_32B,parameters_33B,parameters_34B,parameters_3B,parameters_3X7B,parameters_4B,parameters_4X7B,parameters_6.7B,parameters_60B,parameters_6B,parameters_70B,parameters_7B,parameters_8B,parameters_9B,parameters_nan,is instruct/chat_False,is instruct/chat_True,is instruct/chat_<NA>,version_v0.1,version_v1,version_v1.0,version_v1.3,version_v1.5,version_v1.9,version_v10,version_v11.1,version_v12,version_v13,version_v14,version_v2,version_v2.0,version_v3,version_v3.5,version_v4,version_v5,version_v6.1,version_nan,Latent_Factor_1,Latent_Factor_2,Latent_Factor_3,Latent_Factor_4,Latent_Factor_5,Latent_Factor_6,Latent_Factor_7,Latent_Factor_8,Latent_Factor_9,Latent_Factor_10
uukuguy/speechless-code-mistral-7b-v2.0,2,972,0.523037542662116,0.5637143655589377,0.356330553449583,0.7561242780322645,0.5127752345243209,0.5205221363822641,3362,0.7134964483030781,2.0,,,,,1702127423,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.3690429,-0.33924198,-0.8659414,-3.001543,3.300999,2.1432965,-0.6865708,-5.1557703,0.845418,1.9075
uukuguy/speechless-code-mistral-7b-v1.0,18,8976,0.6117747440273038,0.6360307582184143,0.4700530705079606,0.8376817367058355,0.6339686078835957,0.4789652694280945,3346,0.7837411207576953,1.0,,,,,1696918440,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8686491,-0.5091987,-3.7756376,-1.353885,3.431331,1.0479693,-0.40373504,-2.1397202,1.600942,1.7458977
uukuguy/speechless-coder-ds-1.3b,0,1011,0.265358361774744,0.3139774794926775,0.023502653525398,0.3949412467635929,0.248517077736328,0.4211587968245106,3380,0.5303867403314917,,,,,,1703915461,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9166628,-0.4467375,1.0220566,2.0582252,-1.6542794,0.3931083,4.0101585,-0.0009960979,-2.0083559,-1.1884826
uukuguy/speechless-coder-ds-6.7b,7,1148,0.3686006825938566,0.4111380905343586,0.1872630780894617,0.5245966938856802,0.3808453866930071,0.4167302788975791,3368,0.5887924230465666,,,,,,1703914222,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2613032,0.96082294,1.4488517,-0.38329032,-2.2919934,1.3823323,1.6967846,-0.5236074,0.7861915,-1.7398702
uukuguy/speechless-mistral-hermes-code-7b,2,68,0.5938566552901023,0.6100604817967045,0.3927217589082638,0.7858992232622983,0.599539970258993,0.5132860881118712,3363,0.7750591949486977,,,,,,1707221724,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.3352102,-0.037553623,-2.7432072,-0.82882345,1.9031268,0.33592522,-1.8324468,-2.4634876,0.99979407,1.1776208
rombodawg/Everyone-Coder-33b-Base,21,80,0.4598976109215017,0.4948013926901679,0.3980288097043215,0.6171081457876917,0.4405204172322225,0.4226298523689878,5123,0.6306235201262825,,,,,,1706083402,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15679264,-0.9716694,-0.9007059,0.101931445,0.5472474,0.54918134,1.2502301,-0.30955374,0.5215047,-0.13184449
mwitiderrick/open_llama_3b_code_instruct_0.1,3,1092,0.4121160409556314,0.3972088567628537,0.0189537528430629,0.6695877315275841,0.2781552724220829,0.3501388432233938,4477,0.654301499605367,,,,,,1702302632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3499859,-1.884035,0.75943935,0.73796344,-1.6727251,0.83299315,1.6041149,2.6588106,-1.1803008,-2.8943915
mrm8488/llama-2-coder-7b,53,1160,0.5401023890784983,0.4994644245437887,0.0712661106899166,0.7835092611033658,0.4625147761301111,0.3848557308606823,1555,0.7545382794001578,,,,,,1690394359,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0205846,0.09044028,-0.55430305,-0.3562764,0.7483629,-1.2169673,1.0498072,0.59911627,1.1017957,0.23408464
mwitiderrick/open_llama_3b_glaive_code_v0.1,1,26,0.4069965870307167,0.397397503071458,0.0197119029567854,0.6744672376020713,0.2774128186134775,0.3585983664640556,4479,0.6471981057616417,0.1,,,,,1702974602,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77747923,-3.1450021,1.06875,-0.26248184,-1.8733397,0.7074435,1.1849955,-0.5084054,-2.8873124,-2.4737828
nextai-team/Moe-4x7b-reason-code-qa,5,79,0.6254266211604096,0.6573395109290803,0.5458680818802123,0.8386775542720574,0.6120290462761896,0.5611833547243651,3998,0.760852407261247,,,,,,1706475673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.24298045,7.013999,-3.430952,1.4124458,-2.0893495,-0.30043203,3.1757855,-3.8872883,5.451848,4.7209644
nextai-team/Moe-3x7b-QA-Code-Inst,4,58,0.6424914675767918,0.6669665507520062,0.4859742228961334,0.8460466042620992,0.6215285119061728,0.6314885689047778,3999,0.7742699289660616,,,,,,1707052883,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.9828424,7.873323,-2.2510831,2.3002558,-0.75565994,-1.3061373,1.8587681,-3.5046847,4.919366,6.041322
nextai-team/Moe-2x7b-QA-Code,5,69,0.6518771331058021,0.6741552600664923,0.4965883244882487,0.8536148177653854,0.6171032285785538,0.6522673934775387,3997,0.7734806629834254,,,,,,1707045865,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9204325,2.3511884,-8.592031,5.8454094,-0.62964875,3.4673233,3.3219004,-7.6078153,6.7552814,2.2578673
mahiatlinux/MasherAI-v6.1-7B-checkpoint3-code4,0,10,0.6254266211604096,0.679925425249822,0.6489764973464746,0.8227444732125074,0.6314790096024192,0.5379819880618892,2228,0.8129439621152328,6.1,,,,,1712372080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.8834343,3.7299657,-2.865864,-7.1408505,-0.22057623,-0.4400341,-2.731503,-2.3581166,0.12378946,4.22498
microsoft/CodeGPT-small-py,28,5924,0.2269624573378839,0.2916732535303711,0.0,0.2725552678749253,0.2504909026686048,0.5122645160316733,5602,0.4877663772691397,,,,,,1646263745,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2947615,-1.3288307,6.6533213,2.873752,-7.7203836,4.4669614,-0.6873697,-0.92166996,-0.7490144,0.7269241
qualis2006/llama-2-7b-int4-python-code-18k,0,1018,0.5213310580204779,0.4930355887291726,0.0621683093252464,0.7855008962358097,0.4625343255469803,0.3768762597421805,2925,0.749802683504341,,,,,,1694349252,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9946477,0.4613402,-0.2829888,-0.69869393,0.59764206,-0.7409946,1.0569181,0.35542333,0.75632066,-0.19149241
raincandy-u/Coder1.8-ORPO-TEST,2,14,0.3882252559726962,0.4576157569423937,0.2744503411675512,0.6047600079665405,0.4669766322055811,0.4138079554864293,5222,0.5974743488555643,,,,,,1713504416,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1108341,0.77511626,-0.6039067,3.0206203,-3.6388376,2.0017123,0.4303765,0.52532923,-0.87420285,-0.4287092
oobabooga/CodeBooga-34B-v0.1,147,8924,0.552901023890785,0.5742426953032002,0.3722517058377558,0.7760406293567018,0.5440373046269977,0.4812041979254294,887,0.7190213101815311,0.1,,,,,1697756640,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008017495,0.06300872,0.8783877,-1.2486564,0.26153362,0.86103165,-0.9219629,-2.336213,-0.40842235,-0.13276342
OpenAssistant/codellama-13b-oasst-sft-v10,69,2071,0.4735494880546075,0.4760688396748537,0.1319181197877179,0.68442541326429,0.4562280461735254,0.4323124916845299,4743,0.6779794790844514,10.0,,,,,1693044809,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8457417,2.5973048,1.1998255,-0.3032492,-0.82256174,2.7834623,1.3401366,-1.3243113,0.905968,-3.2319608
OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16,11,1178,0.5,0.5587939736734931,0.3457164518574678,0.7119099780920135,0.5571082206133329,0.5300576050535195,5888,0.7079715864246251,11.1,,,,,1694139715,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7604322,3.5977328,1.1736745,-6.7473197,-1.9710882,5.7517796,2.0597317,-2.278824,0.3713451,4.874592
Phind/Phind-CodeLlama-34B-v2,833,2636,0.2457337883959044,0.3688905776669516,0.2319939347990902,0.2760406293567018,0.2576246774726469,0.4837183917784713,969,0.7182320441988951,2.0,,,,,1693258149,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7550517,-1.5871085,0.51454896,-2.470839,-1.548979,0.5437469,1.6849027,0.5683518,-1.2124245,2.2442014
Phind/Phind-CodeLlama-34B-v1,321,1227,0.2713310580204778,0.3706303306686246,0.2047005307050796,0.2828121888070105,0.2894129175279191,0.4494005849260043,967,0.7261247040252565,1.0,,,,,1692994585,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7224526,-1.8094717,1.8115034,-0.8906909,-0.38548636,-1.0033133,2.8437808,-0.6195549,0.09687618,0.8032241
Phind/Phind-CodeLlama-34B-Python-v1,252,1206,0.2465870307167235,0.363348180296829,0.2153146322971948,0.2977494523003385,0.2795357708258406,0.4526622587821551,968,0.6882399368587214,1.0,,,,,1692995589,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3641372,-2.0875711,2.2043197,-1.0417515,-0.6375023,-1.2400038,2.647046,-0.30896693,-0.17139363,1.21659
Plaban81/Moe-4x7b-math-reason-code,2,79,0.6254266211604096,0.6573395109290803,0.5458680818802123,0.8386775542720574,0.6120290462761896,0.5611833547243651,1746,0.760852407261247,,,,,,1706248239,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5798444,6.904968,-3.5180287,1.1742462,-1.8482991,-0.66541827,3.3826394,-4.025664,5.5045056,5.2457137
Sharathhebbar24/code_gpt2_mini_model,0,62,0.2372013651877133,0.2848937184723494,0.0,0.3124875522804222,0.2495897122740614,0.3986393243436752,3497,0.5114443567482242,,,,,,1706256229,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5083664,-1.8631675,5.663773,2.629111,-7.545989,3.9064412,-0.24696985,-0.4287411,-1.1866937,0.650862
Sharathhebbar24/code_gpt2,0,65,0.2329351535836177,0.2819319389526516,0.0,0.3098984266082453,0.2502561971311249,0.4059998832279649,3505,0.4925019731649566,,,,,,1707054094,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.81032807,-1.7541758,5.6170945,2.1911266,-7.504639,3.8466582,-0.15595832,-0.38384604,-1.1031177,0.5815938
Ramikan-BR/tinyllama-coder-py-4bit-v3,0,49,0.2935153583617747,0.3345146389263786,0.0060652009097801,0.4951204939255128,0.2622461242054357,0.3779228187445603,3284,0.5722178374112076,3.0,,,,,1716291701,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9299897,-2.4305606,1.2435801,-2.6006055,-5.0193286,-0.58094573,3.7674437,0.62643784,0.4198346,0.7186212
Ramikan-BR/tinyllama_PY-CODER-4bit-lora_4k-v5,0,36,0.2824232081911262,0.3235495911604487,0.0022744503411675,0.4353714399522007,0.2412900451560516,0.4369234072684756,3279,0.5430149960536701,5.0,,,,,1715354973,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.9671311,-1.5507616,3.9875832,-1.991878,-4.106904,2.8126216,3.3415642,-2.773808,2.0835187,2.2933593
Ramikan-BR/tinyllama_PY-CODER-4bit-lora_4k-v12,0,16,0.2815699658703072,0.3146420645631386,0.0,0.4143596893049193,0.2649280840846921,0.4076576315443275,3277,0.5193370165745856,12.0,,,,,1715860881,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.521761,3.1352592,3.374687,-5.6002483,-4.5323496,0.0817418,5.6757264,2.1398718,-3.6497266,-0.16670631
Ramikan-BR/tinyllama-coder-py-v14,0,9,0.3071672354948805,0.344627367395758,0.0189537528430629,0.5147380999800837,0.2510606751470485,0.4036266034982647,3282,0.5722178374112076,14.0,,,,,1717072575,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.3003027,2.1410427,3.5399203,-5.404993,-5.548778,0.23336071,1.5705736,2.4792168,-4.6200895,0.91461474
Ramikan-BR/tinyllama-coder-py-v13,0,82,0.2969283276450511,0.3395038950987553,0.0197119029567854,0.4978092013543119,0.2472846141261447,0.4078070829948479,3283,0.5674822415153907,13.0,,,,,1716984152,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1887972,-0.021078482,1.5030011,-2.9219446,-5.060361,1.0893897,4.5524106,1.5682542,-4.2457585,-3.0232413
Ramikan-BR/tinyllama-coder-py-v12,0,65,0.3199658703071672,0.3522217559468573,0.0144048521607278,0.5361481776538538,0.2630715634183219,0.4091007666951377,3278,0.5706393054459353,12.0,,,,,1716775043,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2115247,3.2628767,3.450634,-4.7446957,-3.6403904,0.05186689,4.3654947,1.5886226,-3.9803715,0.330153
Ramikan-BR/tinyllama-coder-py-4bit-v4,0,28,0.2969283276450511,0.3389275598632379,0.0106141015921152,0.5153355905198168,0.2632136566451564,0.3681524515223549,3281,0.579321231254933,4.0,,,,,1716380010,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5404048,-0.6776456,1.8100313,-2.8430002,-4.253476,2.0440032,3.9932086,-0.4923578,-0.3301065,-1.2481518
Ramikan-BR/tinyllama-coder-py-4bit-v10,0,143,0.3438566552901024,0.3570229210737588,0.0053070507960576,0.563433578968333,0.2641802661331678,0.3844602120346868,3280,0.5808997632202052,10.0,,,,,1716641209,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7188733,0.5333042,0.8806979,-1.3214204,-2.9095552,2.0604677,3.3049035,-1.1927675,0.010004144,-2.4700317
Salesforce/codegen-6B-nl,4,1048,0.4232081911262799,0.3999541725841495,0.0219863532979529,0.6859191396136228,0.2593447813552416,0.3447046127321627,598,0.664561957379637,,,,,,1649811101,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9997146,2.4115295,-1.0585701,0.9684508,-1.8037767,-0.118706495,1.391135,-1.126621,-0.73454803,2.651287
Salesforce/codegen-6B-multi,20,1270,0.2721843003412969,0.3243078875406975,0.0098559514783927,0.4110734913363871,0.2571229218537694,0.4565419940938498,597,0.5390686661404893,,,,,,1649811088,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3252588,1.3194739,1.6509819,3.0776753,-2.5566158,0.49387404,1.7926484,-1.4573696,0.7103908,2.3153722
Salesforce/codegen-16B-nl,18,1081,0.4675767918088737,0.4258935558882286,0.026535253980288,0.7186815375423222,0.3235430166341825,0.3394667243139816,599,0.6795580110497238,,,,,,1649811116,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.7286654,2.6779776,0.7528665,2.4055882,-2.2471623,-1.7731014,2.46173,-0.46346796,-1.5131632,1.1750914
HenryJJ/Instruct_Yi-6B_Dolly_CodeAlpaca,0,1123,0.5315699658703071,0.561114707919007,0.2835481425322214,0.7530372435769767,0.6305541924686109,0.4142296896484037,4991,0.7537490134175217,,,,,,1704594710,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8150909,1.3837612,-0.2102687,-0.7086837,-1.1097181,1.5647763,-0.7959945,-0.49367866,1.1485078,-1.7892671
InnerI/I-Code-NousLlama7B-slerp,0,58,0.4035836177474403,0.3855972892696928,0.0075815011372251,0.6105357498506274,0.2837327441751605,0.3617412829286974,6745,0.6464088397790055,,,,,,1707875375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8165543,-1.2820754,0.55585676,0.030290484,-0.9373193,0.21348749,1.5053583,0.5036372,-0.2564674,-0.2069295
MAISAAI/gemma-2b-coder,5,72,0.4897610921501706,0.4564928166508797,0.1607278241091736,0.714299940250946,0.3702172914597018,0.3354424646424683,6891,0.6685082872928176,,,,,,1708621196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16099696,2.276894,-1.4796723,4.9307094,-1.8384382,-0.23644672,3.6290073,-3.0937736,-2.6939569,5.165353
ajibawa-2023/OpenHermes-2.5-Code-290k-13B,11,78,0.5733788395904437,0.6332883988204822,0.5830174374526156,0.8048197570205139,0.5652733958672604,0.5250168114529904,3180,0.7482241515390686,,,,,,1709284513,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4243581,0.5034086,-0.24718985,-0.13469559,-0.16500723,-0.32401335,-0.22297326,-0.6941388,2.2013404,-0.12216544
