,Seatpost LENGTH,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,std,htd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,BB length,Wheel cut,BELTorCHAIN,Number of cogs,Number of chainrings,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Down tube type OHCLASS: 0,Down tube type OHCLASS: 1,Down tube type OHCLASS: 2,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
4717,330.0,398.0,68.0,574.765,72.5,136.0,45.0,522.3,74.0,644.7498,43.0,40.0,31.8,44.0,21.45,33.6,38.0,15.0,15.0,9.0,30.0,42.3,50.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,4.035977,1.3292111,0.8587215,0.5511752,1.0553421,0.8629118,0.7542454,674.0,52.0,674.0,52.0,68.0,692.0,1.0,9.0,1.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,730.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2315,300.0,425.0,75.0,653.885,71.5,175.0,45.0,577.3,73.0,655.4656,50.0,73.0,28.6,32.85,20.45,28.6,36.0,15.0,15.0,9.0,32.4,47.3,44.2,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.3973379,0.62470883,0.7522576,0.5268264,0.7758779,0.35228094,0.4770623,674.0,52.0,674.0,52.0,73.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4610,270.0,430.0,53.0,538.34406,69.0,99.6,85.0,415.0,74.0,651.3078,45.0,40.0,42.95,50.0,20.75,38.4,41.3,13.0,15.0,9.0,20.0,60.0,25.0,330.0,350.0,10.0,18.0,0.0,0.0,148.0,2.357392,0.90001297,0.99914765,0.8882739,0.88134795,0.78798217,0.83093876,736.0,114.0,736.0,114.0,73.0,692.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,252.0,597.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3446,300.0,425.0,75.0,601.81055,72.0,150.3,45.0,560.0,73.5,656.0556,45.0,40.0,31.8,38.0,20.45,30.0,38.0,15.0,15.0,9.0,31.0,35.0,46.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.7666147,1.1034209,1.0447352,0.9956123,0.61843115,0.75962317,0.8338036,680.0,58.0,680.0,58.0,68.0,692.0,1.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,275.0,761.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
774,330.0,405.0,70.0,589.9982,73.0,145.0,45.0,515.2,74.0,646.0971,45.0,40.0,31.8,34.9,21.125,31.8,45.0,17.25,15.0,9.0,28.9,49.2,49.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,5.8585424,3.4273303,2.445701,2.2659733,3.3259907,2.9508705,2.8254876,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3523,250.0,497.0,55.0,545.6115,68.0,112.0,15.0,552.4,68.0,633.5468,60.0,40.0,25.4,28.6,24.775,28.6,34.0,17.0,15.0,9.0,28.7,12.4,29.7,330.0,365.0,16.0,18.0,1.0,1.0,120.0,1.7804792,0.4993817,0.8088276,0.8286668,0.87268347,0.3266646,1.0463313,685.0,50.0,685.0,50.0,68.0,692.0,1.0,2.0,0.0,153.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,704.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
111,350.0,410.0,69.0,599.44934,73.0,150.7,45.0,585.0,73.0,659.2467,50.0,40.0,40.0,40.0,25.0,31.8,40.0,20.0,15.0,7.0,40.0,28.7,51.3,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.2141252,0.763817,1.0391021,0.94478905,1.3779986,1.4289438,2.0210905,674.0,52.0,674.0,52.0,68.0,692.0,1.0,9.0,1.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,298.0,724.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1314,300.0,378.0,50.0,474.38837,72.0,117.7,30.0,558.0,68.0,576.75183,35.0,40.0,27.0,28.8,20.45,28.8,31.8,15.0,15.0,9.0,28.7,13.0,27.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.0259943,0.4524251,0.4760029,0.40786362,0.8911239,0.44937703,0.5237692,614.0,52.0,674.0,43.0,68.0,692.0,1.0,0.0,0.0,102.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4239,330.0,405.0,66.0,590.49286,73.0,147.7,55.0,514.0,72.0,652.3933,45.0,40.0,30.0,34.9,20.45,30.0,35.0,17.0,15.0,9.0,27.4,48.0,43.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,5.275659,2.3544915,1.4696989,3.4584732,3.5733376,2.581783,1.5954237,693.0,71.0,693.0,71.0,68.0,692.0,1.0,10.0,0.0,102.0,0.0,51.0,1.0,1.0,80.0,80.0,275.0,790.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
686,300.0,405.0,45.0,561.70593,72.0,126.6,45.0,552.0,74.0,661.48584,40.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,39.0,32.0,46.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,0.7085504,0.24022388,0.15201487,0.5915021,0.29312387,0.26639953,0.31526765,700.0,78.0,700.0,78.0,68.0,692.0,1.0,8.0,0.0,0.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,740.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4342,440.0,430.0,49.5,566.0952,71.0,100.0,50.0,480.0,72.999,646.5222,42.0,40.0,31.8,32.0,18.175,30.0,38.0,15.0,15.0,9.0,27.0,47.9,39.3,330.0,350.0,10.0,18.0,0.0,0.0,135.0,2.0308504,0.7507203,0.6195426,0.9059665,0.67811257,0.61062676,0.6716859,699.0,115.0,699.0,115.0,73.0,692.0,1.0,9.0,0.0,53.0,47.0,47.0,1.0,1.0,80.0,80.0,278.0,670.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4460,440.0,425.0,55.0,542.7245,64.5,101.9,100.0,450.0,76.5,749.4754,45.0,40.0,31.8,36.5,18.175,32.7,50.0,15.0,15.0,9.0,27.1,100.0,41.3,330.0,350.0,10.0,18.0,0.0,0.0,148.0,6.6017838,1.9674187,2.3489614,1.078747,2.2568445,2.528913,1.4623252,723.0,139.0,723.0,139.0,73.0,692.0,1.0,10.0,0.0,51.0,0.0,102.0,1.0,1.0,80.0,80.0,278.0,734.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4256,280.0,390.0,50.0,593.18,74.0,174.8,110.0,534.3,73.5,644.24384,40.0,52.0,33.0,39.1,20.45,28.0,50.0,15.0,15.0,9.0,24.2,94.3,38.2,330.0,350.0,16.0,18.0,0.0,1.0,130.0,0.588565,0.7580204,0.43861288,0.4355246,0.80412656,0.63579583,0.23330405,679.0,57.0,679.0,57.0,68.0,692.0,1.0,0.0,0.0,255.0,51.0,153.0,1.0,1.0,80.0,80.0,298.0,820.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1044,300.0,440.0,65.0,577.8443,71.0,121.9,25.0,561.3,73.0,646.3504,45.0,40.0,25.4,28.6,20.45,28.6,32.0,15.0,15.0,9.0,28.9,16.3,35.4,330.0,300.0,16.0,18.0,0.0,0.0,135.0,4.3833737,1.0163777,1.9842733,0.8964736,1.3088639,1.2111948,0.96403635,695.0,73.0,695.0,73.0,68.0,692.0,1.0,9.0,1.0,0.0,32.0,32.0,1.0,1.0,80.0,80.0,275.0,775.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2905,330.0,425.0,72.0,591.7727,72.0,144.9,45.0,540.0,74.0,648.595,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,31.0,43.4,48.7,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.8910264,0.7708821,0.94627875,1.2654793,2.6502223,1.7636065,1.5245838,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,2.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2777,330.0,402.0,50.0,592.83997,73.0,128.7,45.0,430.0,74.0,672.43066,25.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,25.7,26.3,50.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.85001254,0.22807242,0.27918518,0.13831106,0.32188427,0.13420303,0.38659984,734.0,112.0,734.0,112.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1870,400.0,440.0,60.0,607.92303,71.0,95.0,45.0,406.4,73.0,702.6394,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,29.6,52.5,50.6,330.0,395.0,16.0,18.0,1.0,1.0,130.0,1.5342268,0.5664738,1.1707466,0.8068011,1.3854039,1.3976377,0.85511893,736.0,114.0,736.0,114.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,275.0,715.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2987,330.0,405.0,70.0,599.7973,70.0,156.9,45.0,515.2,74.0,656.23553,50.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,30.3,49.2,45.9,330.0,350.0,16.0,18.0,1.0,1.0,135.0,3.4232588,1.545092,1.9831116,1.6016299,2.8077393,1.053315,0.89451665,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,2.0,0.0,102.0,102.0,1.0,1.0,80.0,80.0,270.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2042,300.0,495.0,70.0,600.7874,65.5,145.0,45.0,612.7,74.0,722.1205,45.0,40.0,41.8,114.9,25.45,30.2,45.0,25.0,15.0,9.0,46.8,46.7,50.2,330.0,350.0,16.0,18.0,0.0,0.0,130.0,3.0565288,2.0452225,2.4493992,0.8127558,1.8924156,2.4238954,2.0363414,830.0,40.0,830.0,40.0,68.0,842.0,1.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,798.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
257,300.0,407.55,70.0,591.4846,72.0,145.0,53.0,521.0,75.0,642.3361,45.0,40.0,35.8,36.5,21.2,30.2,45.0,16.75,15.0,9.0,37.0,51.0,49.3,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.3115892,0.825516,0.811231,1.3819444,0.62158877,1.1483964,0.9017364,650.0,91.0,650.0,91.0,68.0,692.0,1.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
911,300.0,440.0,45.0,576.4739,73.0,156.0,45.0,581.3,71.0,631.1463,45.0,40.0,31.8,31.8,20.45,31.8,45.0,15.0,15.0,9.0,33.6,31.3,40.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,17.507883,2.6129608,5.1806445,5.107188,4.1480107,3.2494886,2.7017639,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,700.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4635,330.0,415.0,75.0,608.9603,73.0,165.6,15.0,586.0,73.0,648.1524,45.0,40.0,31.8,36.5,20.45,31.8,45.0,11.0,15.0,9.0,25.9,14.0,38.2,330.0,350.0,16.0,18.0,1.0,1.0,135.0,1.4745622,0.47476903,0.75080335,1.0544777,0.7924905,0.8453769,0.8857898,685.0,63.0,685.0,63.0,68.0,692.0,1.0,11.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,300.0,833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1719,170.0,360.0,55.0,522.62555,77.0,109.0,70.0,630.6,77.0,666.23645,30.0,40.0,30.5,34.25,19.525,27.5,38.5,15.75,15.0,9.0,32.0,30.6,40.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.4642857,0.73638386,1.7604228,0.8882397,1.2968853,1.1435616,0.9176906,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,204.0,153.0,255.0,1.0,1.0,80.0,80.0,270.0,730.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2808,330.0,405.0,55.0,514.9671,74.0,107.4,140.0,547.0,74.0,608.2949,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,-26.1,12.0,37.8,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.7941701,0.2996993,0.4178897,0.29342124,0.70074403,0.80898416,0.40931353,660.0,38.0,660.0,38.0,68.0,692.0,1.0,0.0,0.0,114.0,105.0,90.0,1.0,1.0,80.0,80.0,280.0,760.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
938,300.0,400.0,45.0,572.55304,73.0,149.2,45.0,567.2,74.0,626.69214,45.0,40.0,26.0,29.0,20.45,29.0,32.0,14.5,15.0,9.0,38.5,37.2,48.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.4815822,0.9172596,0.6140128,1.1136982,0.75725234,1.2875845,1.1513575,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,0.0,51.0,1.0,1.0,140.0,140.0,278.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3893,300.0,415.0,73.0,577.88293,71.5,140.0,45.0,426.0,75.5,621.3211,49.0,40.0,31.6,35.0,20.45,31.6,37.0,15.0,15.0,7.0,25.0,25.0,25.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.2608478,0.4855887,1.333683,0.35980463,0.7200159,0.5368333,0.46537933,676.0,54.0,676.0,54.0,68.0,692.0,1.0,9.0,1.0,0.0,153.0,255.0,1.0,1.0,80.0,80.0,270.0,580.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2607,300.0,405.0,68.0,585.83856,71.5,164.0,30.0,505.0,73.5,627.69244,45.0,38.1,31.7,38.0,18.05,28.6,36.0,13.5,15.0,10.6,30.0,30.0,50.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.5019474,1.4968903,2.0575063,1.3364894,0.9642794,1.4007869,1.3335214,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,275.0,725.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2688,300.0,410.0,76.35165,616.19775,73.61833,171.0,50.0,620.0,73.61833,652.03046,35.0,40.0,31.8,34.9,18.525,31.8,40.0,15.0,15.0,9.0,37.7,30.2,51.6,330.0,375.0,15.0,18.0,1.0,0.0,120.0,2.751289,1.7549301,2.0133505,1.1629366,0.8527382,1.360399,1.938198,694.0,72.0,694.0,72.0,68.0,692.0,1.0,0.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,820.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1858,300.0,465.0,30.0,575.2369,67.0,147.4,45.0,550.8,74.0,662.93384,50.0,40.0,28.6,28.6,19.4,28.6,42.0,15.0,15.0,9.0,39.4,30.8,36.0,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.1114637,0.7197489,0.9372764,0.9341173,1.0914469,0.67424405,0.42920688,680.0,121.0,680.0,121.0,68.0,692.0,1.0,6.0,2.0,8.0,84.0,189.0,1.0,1.0,80.0,80.0,278.0,733.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3678,330.0,405.0,70.0,591.9108,73.0,143.3,45.0,513.2,74.0,651.30054,45.0,40.0,27.2,32.5,20.45,27.2,35.0,15.0,15.0,9.0,25.9,47.2,43.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.5174189,1.0088559,1.7216337,1.4238578,1.2315829,0.7389033,0.5041551,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,153.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4246,330.0,408.0,72.0,556.77386,72.0,106.1,30.0,531.3,74.5,633.73236,45.0,40.0,28.6,31.7,16.25,28.6,36.0,14.25,15.0,8.0,30.0,31.3,39.6,330.0,350.0,16.0,18.0,1.0,0.0,130.0,13.5633,6.045784,7.6428714,5.867137,9.994894,3.5807154,8.431797,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1802,300.0,405.0,60.0,568.7084,73.0,113.5,45.0,560.0,75.0,649.02386,44.0,40.0,38.35,38.4,20.45,31.8,45.0,15.0,15.0,9.0,39.9,31.3,40.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.6186097,0.72829944,0.87008834,0.4742512,1.3533666,1.1258013,1.190891,698.0,76.0,698.0,76.0,68.0,692.0,1.0,0.0,0.0,51.0,255.0,204.0,1.0,1.0,80.0,80.0,260.0,660.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2680,330.0,391.42,70.0,489.51218,62.0,75.2,45.0,352.3,74.0,641.4241,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,27.8,52.3,41.0,330.0,350.0,16.0,18.0,1.0,1.0,135.0,1.2293396,0.52158034,0.86321163,0.62806475,0.8465964,0.5380169,0.67886376,660.0,101.0,660.0,101.0,68.0,692.0,1.0,9.0,1.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,270.0,500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4336,330.0,403.11,50.0,568.46814,75.0,174.7,47.0,560.0,73.0,611.5248,45.0,40.0,27.6,50.0,22.025,30.2,50.0,17.0,15.0,9.0,30.0,20.2,49.4,330.0,350.0,16.0,18.0,1.0,1.0,120.0,1.8362694,1.7389171,1.588641,0.7483413,2.214985,2.3827376,1.5643336,674.0,52.0,674.0,52.0,68.0,690.0,1.0,0.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,300.0,760.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1597,300.0,388.0,50.0,582.2425,75.0,173.3,170.0,601.5,76.0,631.9888,40.0,40.0,40.0,45.0,20.45,32.5,35.0,18.75,15.0,9.0,38.5,41.5,48.5,330.0,350.0,16.0,18.0,0.0,0.0,120.0,2.15481,0.9715206,1.3462229,1.1976554,2.1424956,1.0660317,1.0545669,680.0,58.0,680.0,58.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,780.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2389,350.0,415.0,60.0,648.3215,70.0,128.0,55.0,535.0,72.0,760.1643,45.0,40.0,29.8,34.9,20.45,29.8,44.0,17.225,15.0,9.0,20.0,47.0,35.0,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.2999166,0.46931407,0.6041338,0.58025116,0.82258636,0.5080159,0.4265352,770.0,148.0,770.0,148.0,73.0,692.0,1.0,0.0,0.0,0.0,0.0,153.0,1.0,1.0,80.0,80.0,278.0,800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
323,300.0,410.0,70.0,577.4438,76.0,141.3,100.0,710.0,76.0,648.45135,32.0,40.0,31.8,55.0,21.275,64.45,31.8,20.0,15.0,9.0,30.3,100.0,43.1,330.0,350.0,16.0,18.0,0.0,0.0,120.0,2.5437977,0.8162368,1.7735386,0.94916034,1.7193022,1.3670323,2.3268569,670.0,48.0,670.0,48.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,790.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
