Model,Framework,Scenario,Problem,Runs,Successes
gpt-4o-mini,react,musicstreaming,playbackQueue,10,10
gpt-4o-mini,react,musicstreaming,playbackSpeedControl,10,5
gpt-4o-mini,react,musicstreaming,playPlaylist,10,3
gpt-4o-mini,react,musicstreaming,playSong,10,10
gpt-4o-mini,react,musicstreaming,playSongPreview,10,10
gpt-4o-mini,react,musicstreaming,previousSong,10,10
gpt-4o-mini,react,musicstreaming,recentlyPlayed,10,10
gpt-4o-mini,react,musicstreaming,recommendSongs,10,10
gpt-4o-mini,react,musicstreaming,removeSongFromPlaylist,10,10
gpt-4o-mini,react,musicstreaming,removeSongFromQueue,10,10
gpt-4o-mini,react,musicstreaming,reorderPlaylist,10,0
gpt-4o-mini,react,musicstreaming,repeatPlaylist,10,10
gpt-4o-mini,react,musicstreaming,repeatSong,10,10
gpt-4o-mini,react,musicstreaming,savePlaylist,10,10
gpt-4o-mini,react,musicstreaming,searchAutocomplete,10,7
gpt-4o-mini,react,musicstreaming,shufflePlay,10,10
gpt-4o-mini,react,musicstreaming,skipToSpecificSongInQueue,10,10
gpt-4o-mini,react,musicstreaming,songDuration,10,10
gpt-4o-mini,react,musicstreaming,songSearch,10,10
gpt-4o-mini,react,musicstreaming,sortPlaylists,10,0
gpt-4o-mini,react,musicstreaming,sortSongsInPlaylist,10,0
gpt-4o-mini,react,musicstreaming,topCharts,10,10
gpt-4o-mini,react,musicstreaming,trendingSongs,10,10
gpt-4o-mini,react,musicstreaming,unlikeSong,10,10
gpt-4o-mini,react,musicstreaming,viewAlbumPage,10,10
gpt-4o-mini,react,musicstreaming,viewArtistPage,10,10
gpt-4o-mini,react,musicstreaming,volumeControl,10,10
gpt-4o-mini,react,newsaggregator,adjustNumberOfArticles,10,3
gpt-4o-mini,react,newsaggregator,approveOrRemoveFlaggedArticles,10,10
gpt-4o-mini,react,newsaggregator,bookmarkArticle,10,10
gpt-4o-mini,react,newsaggregator,categorizeArticles,10,10
gpt-4o-mini,react,newsaggregator,categorizeByPreferences,10,10
gpt-4o-mini,react,newsaggregator,clearReadingHistory,10,10
gpt-4o-mini,react,newsaggregator,commentOnArticle,10,10
gpt-4o-mini,react,newsaggregator,copyArticleLink,10,0
gpt-4o-mini,react,newsaggregator,deleteArticle,10,10
gpt-4o-mini,react,newsaggregator,deleteComment,10,10
gpt-4o-mini,react,newsaggregator,displayArticleMetadata,10,10
gpt-4o-mini,react,newsaggregator,displayArticlePreviews,10,10
gpt-4o-mini,react,newsaggregator,displayArticlesByPreferences,10,10
gpt-4o-mini,react,newsaggregator,displayFullArticle,10,10
gpt-4o-mini,react,newsaggregator,expandArticlePreview,10,0
gpt-4o-mini,react,newsaggregator,fetchArticles,10,10
gpt-4o-mini,react,newsaggregator,filterByExcludedCategories,10,10
gpt-4o-mini,react,newsaggregator,filterByExcludedSources,10,10
gpt-4o-mini,react,newsaggregator,filterByKeyword,10,10
gpt-4o-mini,react,newsaggregator,filterBySelectedCategories,10,10
gpt-4o-mini,react,newsaggregator,filterBySelectedSources,10,10
gpt-4o-mini,react,newsaggregator,filterByTitle,10,10
gpt-4o-mini,react,newsaggregator,flagInappropriateArticle,10,10
gpt-4o-mini,react,newsaggregator,handleUncategorizedArticles,10,10
gpt-4o-mini,react,newsaggregator,likeArticle,10,10
gpt-4o-mini,react,newsaggregator,mergeArticles,10,10
gpt-4o-mini,react,newsaggregator,notifyNewArticles,10,10
gpt-4o-mini,react,newsaggregator,notifyTrendingArticles,10,10
gpt-4o-mini,react,newsaggregator,recommendBasedOnHistory,10,10
gpt-4o-mini,react,newsaggregator,recommendBasedOnPreferences,10,10
gpt-4o-mini,react,newsaggregator,removeBookmark,10,10
gpt-4o-mini,react,newsaggregator,retrieveBookmarkedArticle,10,10
gpt-4o-mini,react,newsaggregator,retrieveReadingHistory,10,10
gpt-4o-mini,react,newsaggregator,saveArticle,10,10
gpt-4o-mini,react,newsaggregator,saveExcludedCategories,10,10
gpt-4o-mini,react,newsaggregator,saveExcludedSources,10,10
gpt-4o-mini,react,newsaggregator,saveReadingHistory,10,10
gpt-4o-mini,react,newsaggregator,saveSelectedCategories,10,10
gpt-4o-mini,react,newsaggregator,saveSelectedSources,10,10
gpt-4o-mini,react,newsaggregator,setNotificationPreferences,10,10
gpt-4o-mini,react,newsaggregator,shareArticleViaEmail,10,10
gpt-4o-mini,react,newsaggregator,shareArticleViaSocialMedia,10,10
gpt-4o-mini,react,newsaggregator,sortByDateNewestFirst,10,10
gpt-4o-mini,react,newsaggregator,sortByDateOldestFirst,10,10
gpt-4o-mini,react,newsaggregator,sortByPopularity,10,10
gpt-4o-mini,react,newsaggregator,sortByRelevance,10,10
gpt-4o-mini,react,newsaggregator,trackArticleLikeCount,10,10
gpt-4o-mini,react,newsaggregator,trackArticleViewCount,10,10
gpt-4o-mini,react,newsaggregator,unlikeArticle,10,10
gpt-4o-mini,react,newsaggregator,updateArticleMetadata,10,10
gpt-4o-mini,react,onlinelearning,assignmentGrading,10,10
gpt-4o-mini,react,onlinelearning,assignmentSubmission,10,10
gpt-4o-mini,react,onlinelearning,automatedReminders,10,10
gpt-4o-mini,react,onlinelearning,averageRatingCalculation,10,10
gpt-4o-mini,react,onlinelearning,badgeAwarding,10,10
gpt-4o-mini,react,onlinelearning,bulkEnrollment,10,10
gpt-4o-mini,react,onlinelearning,certificateGeneration,10,10
gpt-4o-mini,react,onlinelearning,certificationVerification,10,10
gpt-4o-mini,react,onlinelearning,completeQuiz,10,10
gpt-4o-mini,react,onlinelearning,contentAccessRestrictions,10,0
gpt-4o-mini,react,onlinelearning,contentDownload,10,10
gpt-4o-mini,react,onlinelearning,contentTranslationHandling,10,10
gpt-4o-mini,react,onlinelearning,courseCompletionStatus,10,10
gpt-4o-mini,react,onlinelearning,courseDetailRetrieval,10,10
gpt-4o-mini,react,onlinelearning,courseExpiryHandling,10,10
gpt-4o-mini,react,onlinelearning,courseFeedbackCollection,10,10
gpt-4o-mini,react,onlinelearning,courseImportExport,10,10
gpt-4o-mini,react,onlinelearning,courseMaterialUpload,10,10
gpt-4o-mini,react,onlinelearning,courseProgressTracking,10,10
gpt-4o-mini,react,onlinelearning,courseRating,10,10
gpt-4o-mini,react,onlinelearning,courseRecommendation,10,10
gpt-4o-mini,react,onlinelearning,courseScheduling,10,10
gpt-4o-mini,react,onlinelearning,courseSearch,10,10
gpt-4o-mini,react,onlinelearning,customizableCertificates,10,10
gpt-4o-mini,react,onlinelearning,discussionForumParticipation,10,10
gpt-4o-mini,react,onlinelearning,enrollInCourse,10,10
gpt-4o-mini,react,onlinelearning,filterCourses,10,10
gpt-4o-mini,react,onlinelearning,forumReplyNotification,10,10
gpt-4o-mini,react,onlinelearning,guestCoursePreview,10,10
gpt-4o-mini,react,onlinelearning,instructorAssignment,10,10
gpt-4o-mini,react,onlinelearning,instructorFeedbackCollection,10,10
gpt-4o-mini,react,onlinelearning,interactiveContentHandling,10,0
gpt-4o-mini,react,onlinelearning,interactiveQuizTypes,10,10
gpt-4o-mini,react,onlinelearning,leaderboardDisplay,10,10
gpt-4o-mini,react,onlinelearning,liveSessionAttendance,10,10
gpt-4o-mini,react,onlinelearning,liveSessionScheduling,10,10
gpt-4o-mini,react,onlinelearning,materialVersionControl,10,10
gpt-4o-mini,react,onlinelearning,peerReviewAssignments,10,10
gpt-4o-mini,react,onlinelearning,prerequisiteCheck,10,10
gpt-4o-mini,react,onlinelearning,progressReportGeneration,10,10
gpt-4o-mini,react,onlinelearning,quizRetakeLogic,10,10
gpt-4o-mini,react,onlinelearning,quizScoring,10,10
gpt-4o-mini,react,onlinelearning,sortCourses,10,10
gpt-4o-mini,react,onlinelearning,trackOrder,10,10
gpt-4o-mini,react,onlinelearning,trackPeerReviewProgress,10,10
gpt-4o-mini,react,onlinelearning,trackTimeSpentOnCourse,10,10
gpt-4o-mini,react,onlinelearning,unenrollFromCourse,10,10
gpt-4o-mini,react,onlinelearning,userProgressExport,10,10
gpt-4o-mini,react,onlinelearning,waitlistManagement,10,10
gpt-4o-mini,react,onlinelearning,watchVideo,10,10
gpt-4o-mini,react,onlinemarketplace,addToCart,10,10
gpt-4o-mini,react,onlinemarketplace,applyDiscountCode,10,10
gpt-4o-mini,react,onlinemarketplace,auctionCountdown,10,10
gpt-4o-mini,react,onlinemarketplace,biddingOnProducts,10,10
gpt-4o-mini,react,onlinemarketplace,bulkProductUpload,10,10
gpt-4o-mini,react,onlinemarketplace,calculateShipping,10,10
gpt-4o-mini,react,onlinemarketplace,cancelOrder,10,10
gpt-4o-mini,react,onlinemarketplace,checkoutProcess,10,10
gpt-4o-mini,react,onlinemarketplace,compareProducts,10,10
gpt-4o-mini,react,onlinemarketplace,customerLoyaltyPoints,10,10
gpt-4o-mini,react,onlinemarketplace,customerSupportTicketing,10,10
gpt-4o-mini,react,onlinemarketplace,disputeResolution,10,0
gpt-4o-mini,react,onlinemarketplace,filterProducts,10,10
gpt-4o-mini,react,onlinemarketplace,leaveProductReview,10,10
gpt-4o-mini,react,onlinemarketplace,orderConfirmation,10,10
gpt-4o-mini,react,onlinemarketplace,placeOrder,10,10
gpt-4o-mini,react,onlinemarketplace,productAvailabilityNotification,10,10
gpt-4o-mini,react,onlinemarketplace,productDetails,10,10
gpt-4o-mini,react,onlinemarketplace,productInventoryManagement,10,10
gpt-4o-mini,react,onlinemarketplace,productListing,10,0
gpt-4o-mini,react,onlinemarketplace,productRatings,10,10
gpt-4o-mini,react,onlinemarketplace,productRecommendations,10,10
gpt-4o-mini,react,onlinemarketplace,productVariantManagement,10,7
gpt-4o-mini,react,onlinemarketplace,promotionManagement,10,10
gpt-4o-mini,react,onlinemarketplace,rateProduct,10,0
gpt-4o-mini,react,onlinemarketplace,refundProcessing,10,10
gpt-4o-mini,react,onlinemarketplace,removeFromCart,10,10
gpt-4o-mini,react,onlinemarketplace,removeFromWishList,10,9
gpt-4o-mini,react,onlinemarketplace,reservePriceMetNotification,10,10
gpt-4o-mini,react,onlinemarketplace,rma,10,10
gpt-4o-mini,react,onlinemarketplace,salesReports,10,10
gpt-4o-mini,react,onlinemarketplace,salesTaxCalculation,10,10
gpt-4o-mini,react,onlinemarketplace,saveSearchCriteria,10,10
gpt-4o-mini,react,onlinemarketplace,searchProducts,10,0
gpt-4o-mini,react,onlinemarketplace,securePaymentProcessing,10,10
gpt-4o-mini,react,onlinemarketplace,selectPaymentMethod,10,0
gpt-4o-mini,react,onlinemarketplace,sellerDashboard,10,10
gpt-4o-mini,react,onlinemarketplace,sellerRating,10,10
gpt-4o-mini,react,onlinemarketplace,sortProducts,10,10
gpt-4o-mini,react,onlinemarketplace,trackOrder,10,0
gpt-4o-mini,react,onlinemarketplace,updateCartQuantity,10,1
gpt-4o-mini,react,onlinemarketplace,userNotifications,10,10
gpt-4o-mini,react,onlinemarketplace,viewBiddingHistory,10,0
gpt-4o-mini,react,onlinemarketplace,viewCart,10,10
gpt-4o-mini,react,onlinemarketplace,viewOrderHistory,10,10
gpt-4o-mini,react,onlinemarketplace,viewProductReviews,10,10
gpt-4o-mini,react,onlinemarketplace,viewSellerRatings,10,2
gpt-4o-mini,react,onlinemarketplace,viewWishList,10,10
gpt-4o-mini,react,onlinemarketplace,winningBidNotification,10,10
gpt-4o-mini,react,onlinemarketplace,wishListManagement,10,10
gpt-4o-mini,react,personalfinance,addIncomeSource,10,9
gpt-4o-mini,react,personalfinance,addNewExpense,10,10
gpt-4o-mini,react,personalfinance,addRecurringExpense,10,10
gpt-4o-mini,react,personalfinance,addRecurringIncome,10,9
gpt-4o-mini,react,personalfinance,assignTagstoExpenses,10,10
gpt-4o-mini,react,personalfinance,calculateExpense,10,10
gpt-4o-mini,react,personalfinance,calculateExpensePerCategory,10,10
gpt-4o-mini,react,personalfinance,calculateIncomeSaving,10,10
gpt-4o-mini,react,personalfinance,calculateNetBalance,10,0
gpt-4o-mini,react,personalfinance,calculateRemainingAmount,10,10
gpt-4o-mini,react,personalfinance,calculateTotalExpenses,10,0
gpt-4o-mini,react,personalfinance,calculateTotalIncome,10,0
gpt-4o-mini,react,personalfinance,categorizeExpenses,10,10
gpt-4o-mini,react,personalfinance,categorizeIcomeSource,10,9
gpt-4o-mini,react,personalfinance,compareIncomeAgainstGoal,10,10
gpt-4o-mini,react,personalfinance,deleteExpense,10,10
gpt-4o-mini,react,personalfinance,deleteFinancialGoal,10,10
gpt-4o-mini,react,personalfinance,deleteIncomeSource,10,10
gpt-4o-mini,react,personalfinance,deleteMonthlyBudget,10,10
gpt-4o-mini,react,personalfinance,deleteRecurringExpense,10,10
gpt-4o-mini,react,personalfinance,deleteRecurringIncome,10,10
gpt-4o-mini,react,personalfinance,editExistingExpense,10,8
gpt-4o-mini,react,personalfinance,editFinancialGoal,10,9
gpt-4o-mini,react,personalfinance,editIncomeSource,10,0
gpt-4o-mini,react,personalfinance,editMonthlyBudget,10,10
gpt-4o-mini,react,personalfinance,editRecurringExpense,10,10
gpt-4o-mini,react,personalfinance,editRecurringIncome,10,0
gpt-4o-mini,react,personalfinance,expenseBudgetComparison,10,10
gpt-4o-mini,react,personalfinance,expenseImport,10,10
gpt-4o-mini,react,personalfinance,expenseReport,10,0
gpt-4o-mini,react,personalfinance,expenseSummary,10,10
gpt-4o-mini,react,personalfinance,expenseTracking,10,10
gpt-4o-mini,react,personalfinance,exportExpenses,10,10
gpt-4o-mini,react,personalfinance,exportIncome,10,10
gpt-4o-mini,react,personalfinance,incomeReport,10,0
gpt-4o-mini,react,personalfinance,incomeSummary,10,0
gpt-4o-mini,react,personalfinance,mergeExpenses,10,10
gpt-4o-mini,react,personalfinance,netBalanceReport,10,0
gpt-4o-mini,react,personalfinance,netBalanceSummary,10,10
gpt-4o-mini,react,personalfinance,overBudgetNotification,10,10
gpt-4o-mini,react,personalfinance,overExpenseNotification,10,6
gpt-4o-mini,react,personalfinance,predictFutureExpenses,10,10
gpt-4o-mini,react,personalfinance,predictFutureIncome,10,10
gpt-4o-mini,react,personalfinance,setFinancialGoal,10,9
gpt-4o-mini,react,personalfinance,setMonthlyBudget,10,10
gpt-4o-mini,react,personalfinance,setSavingsTarget,10,9
gpt-4o-mini,react,personalfinance,splitExpense,10,10
gpt-4o-mini,react,personalfinance,tagIncomeSources,10,10
gpt-4o-mini,react,personalfinance,trackFinancialGoal,10,10
gpt-4o-mini,react,personalfinance,trackIncomeByPaymentMethod,10,10
gpt-4o-mini,react,petcare,addAllergies,10,0
gpt-4o-mini,react,petcare,addHealthCheckup,10,0
gpt-4o-mini,react,petcare,addHealthNotes,10,0
gpt-4o-mini,react,petcare,addPetMilestones,10,10
gpt-4o-mini,react,petcare,addPetProfile,10,0
gpt-4o-mini,react,petcare,addVaccinationRecord,10,0
gpt-4o-mini,react,petcare,addVetContactInformation,10,0
gpt-4o-mini,react,petcare,commentOnUpdates,10,10
gpt-4o-mini,react,petcare,deleteActivityLog,10,10
gpt-4o-mini,react,petcare,deleteAllergies,10,10
gpt-4o-mini,react,petcare,deleteAppointmentReminder,10,10
gpt-4o-mini,react,petcare,deleteCustomReminders,10,10
gpt-4o-mini,react,petcare,deleteHealthNotes,10,10
gpt-4o-mini,react,petcare,deleteMedicationReminder,10,10
gpt-4o-mini,react,petcare,deletePetMilestones,10,10
gpt-4o-mini,react,petcare,deletePetProfile,10,10
gpt-4o-mini,react,petcare,deleteTrainingSessionLog,10,10
gpt-4o-mini,react,petcare,deleteVaccinationRecord,10,10
gpt-4o-mini,react,petcare,editActivityLog,10,10
gpt-4o-mini,react,petcare,editAllergies,10,10
gpt-4o-mini,react,petcare,editAppointmentReminder,10,10
gpt-4o-mini,react,petcare,editCustomReminders,10,10
gpt-4o-mini,react,petcare,editHealthCheckup,10,10
gpt-4o-mini,react,petcare,editHealthNotes,10,3
gpt-4o-mini,react,petcare,editMedicationReminder,10,10
gpt-4o-mini,react,petcare,editPetMilestones,10,10
gpt-4o-mini,react,petcare,editPetProfile,10,10
gpt-4o-mini,react,petcare,editTrainingSessionLog,10,10
gpt-4o-mini,react,petcare,editVaccinationRecord,10,10
gpt-4o-mini,react,petcare,filterActivitiesByType,10,10
gpt-4o-mini,react,petcare,followAUser,10,10
gpt-4o-mini,react,petcare,generateHealthReport,10,10
gpt-4o-mini,react,petcare,likeCommunityUpdates,10,10
gpt-4o-mini,react,petcare,logDailyActivity,10,10
gpt-4o-mini,react,petcare,logTrainingSessions,10,10
gpt-4o-mini,react,petcare,logVaccinationRecord,10,0
gpt-4o-mini,react,petcare,reportAPost,10,10
gpt-4o-mini,react,petcare,searchActivityLogs,10,10
gpt-4o-mini,react,petcare,setAppointmentReminder,10,10
gpt-4o-mini,react,petcare,setCustomReminders,10,10
gpt-4o-mini,react,petcare,setMedicationReminder,10,10
gpt-4o-mini,react,petcare,shareUpdates,10,0
gpt-4o-mini,react,petcare,trackHealthMetrics,10,0
gpt-4o-mini,react,petcare,trackSymptoms,10,0
gpt-4o-mini,react,petcare,viewActivitySummary,10,10
gpt-4o-mini,react,petcare,viewCommunityUpdates,10,10
gpt-4o-mini,react,petcare,viewPetMilestones,10,10
gpt-4o-mini,react,petcare,viewSymptomsLog,10,10
gpt-4o-mini,react,petcare,viewTrainingSessions,10,10
gpt-4o-mini,react,petcare,viewUpcomingReminders,10,10
gpt-4o-mini,react,photogallery,activityFeed,10,10
gpt-4o-mini,react,photogallery,addPhotoToAlbum,10,10
gpt-4o-mini,react,photogallery,albumSorting,10,10
gpt-4o-mini,react,photogallery,albumVisibility,10,10
gpt-4o-mini,react,photogallery,batchDeletePhotos,10,10
gpt-4o-mini,react,photogallery,batchTagPhotos,10,10
gpt-4o-mini,react,photogallery,batchUploadPhotos,10,10
gpt-4o-mini,react,photogallery,commentOnPhoto,10,10
gpt-4o-mini,react,photogallery,createAlbum,10,10
gpt-4o-mini,react,photogallery,deleteAlbum,10,10
gpt-4o-mini,react,photogallery,deleteComment,10,8
gpt-4o-mini,react,photogallery,deletePhoto,10,10
gpt-4o-mini,react,photogallery,downloadAlbum,10,10
gpt-4o-mini,react,photogallery,downloadPhoto,10,10
gpt-4o-mini,react,photogallery,duplicatePhotoDetection,10,10
gpt-4o-mini,react,photogallery,editComment,10,10
gpt-4o-mini,react,photogallery,editPhotoDetails,10,6
gpt-4o-mini,react,photogallery,favoritePhoto,10,0
gpt-4o-mini,react,photogallery,filterPhotosByAlbum,10,10
gpt-4o-mini,react,photogallery,likePhoto,10,0
gpt-4o-mini,react,photogallery,notificationSystem,10,10
gpt-4o-mini,react,photogallery,photoEditingAdjustments,10,10
gpt-4o-mini,react,photogallery,photoEditingCrop,10,10
gpt-4o-mini,react,photogallery,photoEditingRotate,10,10
gpt-4o-mini,react,photogallery,photoGeotagging,10,10
gpt-4o-mini,react,photogallery,photoMetadataExtraction,10,10
gpt-4o-mini,react,photogallery,photoResolutionSettings,10,10
gpt-4o-mini,react,photogallery,photoTagging,10,10
gpt-4o-mini,react,photogallery,photoUploadLimit,10,0
gpt-4o-mini,react,photogallery,photoVisibility,10,10
gpt-4o-mini,react,photogallery,removePhotoFromAlbum,10,10
gpt-4o-mini,react,photogallery,renameAlbum,10,10
gpt-4o-mini,react,photogallery,revokeShare,10,10
gpt-4o-mini,react,photogallery,searchPhotosByDate,10,10
gpt-4o-mini,react,photogallery,searchPhotosByLocation,10,10
gpt-4o-mini,react,photogallery,searchPhotosByTag,10,10
gpt-4o-mini,react,photogallery,shareAlbum,10,10
gpt-4o-mini,react,photogallery,sharePhoto,10,10
gpt-4o-mini,react,photogallery,slideshowView,10,0
gpt-4o-mini,react,photogallery,sortPhotosByDate,10,10
gpt-4o-mini,react,photogallery,sortPhotosByName,10,10
gpt-4o-mini,react,photogallery,sortPhotosByTag,10,10
gpt-4o-mini,react,photogallery,tagRemoval,10,5
gpt-4o-mini,react,photogallery,unfavoritePhoto,10,5
gpt-4o-mini,react,photogallery,unlikePhoto,10,1
gpt-4o-mini,react,photogallery,uploadPhoto,10,10
gpt-4o-mini,react,photogallery,viewAlbumPhotos,10,10
gpt-4o-mini,react,photogallery,viewComments,10,10
gpt-4o-mini,react,photogallery,viewFavoritePhotos,10,10
gpt-4o-mini,react,photogallery,viewPhotoDetails,10,10
gpt-4o-mini,react,realestate,addPropertyToListings,10,10
gpt-4o-mini,react,realestate,calculateMortgagePayments,10,10
gpt-4o-mini,react,realestate,calculatePropertyValue,10,10
gpt-4o-mini,react,realestate,compareProperties,10,0
gpt-4o-mini,react,realestate,contactAgentForViewing,10,10
gpt-4o-mini,react,realestate,contactPropertyOwner,10,10
gpt-4o-mini,react,realestate,deletePropertyFromListings,10,10
gpt-4o-mini,react,realestate,deletePropertyImages,10,10
gpt-4o-mini,react,realestate,displayCrimeRates,10,10
gpt-4o-mini,react,realestate,displayNearbyPublicTransport,10,10
gpt-4o-mini,react,realestate,displayNearbySchools,10,0
gpt-4o-mini,react,realestate,displayPropertyInvestmentPotential,10,10
gpt-4o-mini,react,realestate,displayPropertyTaxInformation,10,10
gpt-4o-mini,react,realestate,displayPropertyUtilitiesInformation,10,10
gpt-4o-mini,react,realestate,displayWalkabilityScore,10,10
gpt-4o-mini,react,realestate,editPropertyDetails,10,10
gpt-4o-mini,react,realestate,filterByAmenities,10,10
gpt-4o-mini,react,realestate,filterByFurnished,10,10
gpt-4o-mini,react,realestate,filterByHOAFees,10,3
gpt-4o-mini,react,realestate,filterByOpenHouses,10,10
gpt-4o-mini,react,realestate,filterByPetFriendly,10,10
gpt-4o-mini,react,realestate,filterByPropertyFeatures,10,10
gpt-4o-mini,react,realestate,filterByPropertyStatus,10,10
gpt-4o-mini,react,realestate,filterBySquareFootage,10,10
gpt-4o-mini,react,realestate,filterByYearBuilt,10,10
gpt-4o-mini,react,realestate,mapIntegration,10,10
gpt-4o-mini,react,realestate,paginationOfSearchResults,10,10
gpt-4o-mini,react,realestate,propertyImageGallery,10,9
gpt-4o-mini,react,realestate,propertyPriceHistory,10,10
gpt-4o-mini,react,realestate,receivePropertyAlerts,10,0
gpt-4o-mini,react,realestate,removeFavoriteProperties,10,10
gpt-4o-mini,react,realestate,retrieveSavedSearches,10,0
gpt-4o-mini,react,realestate,saveFavoriteProperties,10,10
gpt-4o-mini,react,realestate,saveSearchCriteria,10,10
gpt-4o-mini,react,realestate,searchByLocation,10,10
gpt-4o-mini,react,realestate,searchByMlsNumber,10,10
gpt-4o-mini,react,realestate,searchByNumberOfBathrooms,10,10
gpt-4o-mini,react,realestate,searchByNumberOfBedrooms,10,10
gpt-4o-mini,react,realestate,searchByPriceRange,10,10
gpt-4o-mini,react,realestate,searchByPropertyOwner,10,0
gpt-4o-mini,react,realestate,searchByPropertyType,10,10
gpt-4o-mini,react,realestate,sharePropertyListings,10,10
gpt-4o-mini,react,realestate,sortByDateListed,10,0
gpt-4o-mini,react,realestate,sortByPrice,10,0
gpt-4o-mini,react,realestate,updatePropertyImages,10,10
gpt-4o-mini,react,realestate,uploadPropertyImages,10,10
gpt-4o-mini,react,realestate,viewContactFormStatus,10,10
gpt-4o-mini,react,realestate,viewOpenHouseSchedule,10,10
gpt-4o-mini,react,realestate,viewPropertyDetails,10,0
gpt-4o-mini,react,realestate,viewSimilarProperties,10,10
gpt-4o-mini,react,recipesharing,addCookingTip,10,0
gpt-4o-mini,react,recipesharing,addIngredientSubstitution,10,0
gpt-4o-mini,react,recipesharing,addRecipe,10,0
gpt-4o-mini,react,recipesharing,addRecipeToFavorites,10,10
gpt-4o-mini,react,recipesharing,bookmarkRecipeSection,10,10
gpt-4o-mini,react,recipesharing,CalculateRecipeRatings,10,10
gpt-4o-mini,react,recipesharing,commentOnRecipe,10,10
gpt-4o-mini,react,recipesharing,deleteIngredientSubstitution,10,10
gpt-4o-mini,react,recipesharing,deleteRecipe,10,10
gpt-4o-mini,react,recipesharing,deleteRecipeComment,10,10
gpt-4o-mini,react,recipesharing,deleteRecipeImage,10,10
gpt-4o-mini,react,recipesharing,deleteRecipeRating,10,10
gpt-4o-mini,react,recipesharing,editCookingTip,10,10
gpt-4o-mini,react,recipesharing,editIngredientSubstitution,10,8
gpt-4o-mini,react,recipesharing,editRecipe,10,8
gpt-4o-mini,react,recipesharing,editRecipeComment,10,10
gpt-4o-mini,react,recipesharing,editRecipeRating,10,10
gpt-4o-mini,react,recipesharing,editShoppingList,10,10
gpt-4o-mini,react,recipesharing,filterRecipesByCuisine,10,10
gpt-4o-mini,react,recipesharing,filterRecipesByDietaryPreferences,10,10
gpt-4o-mini,react,recipesharing,filterRecipesByIngredient,10,10
gpt-4o-mini,react,recipesharing,filterRecipesByPreparationTime,10,10
gpt-4o-mini,react,recipesharing,followUser,10,10
gpt-4o-mini,react,recipesharing,generateShoppingList,10,10
gpt-4o-mini,react,recipesharing,likeComment,10,10
gpt-4o-mini,react,recipesharing,ListFollowedUsers,10,10
gpt-4o-mini,react,recipesharing,listFollowedUsersRecipes,10,10
gpt-4o-mini,react,recipesharing,listSavedRecipes,10,10
gpt-4o-mini,react,recipesharing,listUsersRecipes,10,10
gpt-4o-mini,react,recipesharing,printRecipe,10,7
gpt-4o-mini,react,recipesharing,rateRecipe,10,10
gpt-4o-mini,react,recipesharing,removeRecipeFromFavorites,10,10
gpt-4o-mini,react,recipesharing,removeSavedRecipe,10,10
gpt-4o-mini,react,recipesharing,reportComment,10,10
gpt-4o-mini,react,recipesharing,reportRecipe,10,10
gpt-4o-mini,react,recipesharing,saveRecipe,10,10
gpt-4o-mini,react,recipesharing,saveShoppingList,10,10
gpt-4o-mini,react,recipesharing,searchByCookingTimeRange,10,10
gpt-4o-mini,react,recipesharing,searchRecipes,10,10
gpt-4o-mini,react,recipesharing,shareRecipeLink,10,10
gpt-4o-mini,react,recipesharing,sortRecipesByMostRecent,10,8
gpt-4o-mini,react,recipesharing,sortRecipesByPopularity,10,10
gpt-4o-mini,react,recipesharing,sortRecipesByRating,10,10
gpt-4o-mini,react,recipesharing,unfollowUser,10,10
gpt-4o-mini,react,recipesharing,unlikeComment,10,10
gpt-4o-mini,react,recipesharing,uploadRecipeImage,10,0
gpt-4o-mini,react,recipesharing,validateRecipeFields,10,10
gpt-4o-mini,react,recipesharing,viewCookingInstructions,10,10
gpt-4o-mini,react,recipesharing,viewIngredientList,10,10
gpt-4o-mini,react,recipesharing,viewRecipeDetails,10,10
gpt-4o-mini,react,socialmedia,commentingOnPosts,10,0
gpt-4o-mini,react,socialmedia,commentReplies,10,10
gpt-4o-mini,react,socialmedia,contentArchiving,10,10
gpt-4o-mini,react,socialmedia,contentFiltering,10,0
gpt-4o-mini,react,socialmedia,contentRestoration,10,10
gpt-4o-mini,react,socialmedia,contentSearch,10,0
gpt-4o-mini,react,socialmedia,coverPhotoUpdate,10,0
gpt-4o-mini,react,socialmedia,deletingComments,10,10
gpt-4o-mini,react,socialmedia,editingComments,10,0
gpt-4o-mini,react,socialmedia,feedCustomization,10,10
gpt-4o-mini,react,socialmedia,feedManagement,10,10
gpt-4o-mini,react,socialmedia,feedNotificationSettings,10,10
gpt-4o-mini,react,socialmedia,feedPostOrdering,10,10
gpt-4o-mini,react,socialmedia,feedRefresh,10,7
gpt-4o-mini,react,socialmedia,followingUsers,10,10
gpt-4o-mini,react,socialmedia,likingPosts,10,10
gpt-4o-mini,react,socialmedia,notificationForComments,10,10
gpt-4o-mini,react,socialmedia,notificationForLikes,10,10
gpt-4o-mini,react,socialmedia,notificationForNewFollowers,10,10
gpt-4o-mini,react,socialmedia,notificationForNewMessages,10,10
gpt-4o-mini,react,socialmedia,notificationForPostPins,10,10
gpt-4o-mini,react,socialmedia,notificationForPostShares,10,10
gpt-4o-mini,react,socialmedia,notificationForProfileUpdates,10,10
gpt-4o-mini,react,socialmedia,notificationSettingsUpdate,10,10
