id,main-event,location,zone,light-conditions,weather-conditions,vehicles-density
clgr0xo3v7squ07arbru73x7w,near-collision,main-road,urban,night,clear-sky,high
clgr0xo3v7sqy07ardh443z4g,collision,alley,urban,night,cloudy,high
clgr0xo3w453x076lffcibqgq,collision,main-road,suburbs,daylight,cloudy,high
clgr0xo3w1va207758l4u36xt,near-collision,main-road,urban,daylight,rain,high
clgr0xo3w1va60775eagzdfq6,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo3w22q207aaaihz0wh5,near-collision,highway,urban,daylight,clear-sky,high
cljex08t62545076x9p4me6k2,collision,parking-lot,urban,daylight,clear-sky,low
clgr0xbco528n078hhifz2n66,collision,main-road,urban,night,clear-sky,medium
clgr0xbcp1otu07754v0s884j,near-collision,main-road,suburbs,night,clear-sky,medium
clgr0xbcp474e078pf0kpgh7i,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcp4b3g075s6d223qtn,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcp529j078h3xcde3jr,near-collision,main-road,urban,night,clear-sky,low
clgr0xbcq2wh80791erw2bfnr,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xbcq4x6a079600j49neh,near-collision,highway,suburbs,daylight,clear-sky,medium
clgr0xbco6h8i078sct0c8op4,collision,main-road,urban,night,cloudy,high
clgr0xbcp40nt076lhu648ivd,near-collision,main-road,urban,night,rain,low
clgr0xbcp474m078p0neh0us6,collision,main-road,urban,daylight,clear-sky,high
clgr0xbcp52a3078h406f3ekh,near-collision,main-road,urban,night,rain,high
clgr0xbcp52bj078h28efc9kp,collision,main-road,urban,night,clear-sky,low
clgr0xbcq4n96076o5s4p1nsp,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xbcq4n9q076o9omq80gw,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xbcq4na2076o5pky71na,collision,main-road,urban,night,cloudy,low
clgr0xbcq4n7y076oer3z2o55,near-collision,highway,urban,night,clear-sky,low
cljex16b9360r077adzul706o,near-collision,main-road,urban,daylight,clear-sky,medium
cljex16bb2kc40770eizhawbn,near-collision,parking-lot,urban,daylight,clear-sky,high
cljex16b82b37076z2i3z6r0p,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8rd2lpq078pd706ahej,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0u8rf30i6076o2fon5kbj,near-collision,main-road,urban,night,clear-sky,high
clgr0u8re4xfa078s46pachry,near-collision,main-road,urban,daylight,clear-sky,low
clgr0u8re7560086s15a68uzi,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wzme8kqm07a91qs8fkvu,near-collision,highway,urban,daylight,clear-sky,medium
clgr0wzme8tc1077t23t79hux,near-collision,highway,urban,daylight,clear-sky,high
clgr0wzme8tcp077t9t005dv0,near-collision,highway,urban,daylight,clear-sky,low
clgr0wzmf44vc075shhv6bzp3,collision,main-road,suburbs,daylight,clear-sky,low
clgr0wzmf4f3m076o1phaeq4e,near-collision,main-road,urban,daylight,cloudy,high
clgr0wzmf7d2a07aranu00ce2,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzmf8xxe076z59p0fs5c,near-collision,main-road,urban,night,clear-sky,medium
clgr0wzmg13ab078a8o1y1qee,collision,main-road,urban,daylight,clear-sky,high
clgr0wqil4rl7078hevda5pd4,collision,main-road,urban,night,clear-sky,high
clgr0wqiq41uw075sfdopfjko,collision,highway,urban,daylight,clear-sky,low
clgr0wqix62aa078sawsd0tw3,near-collision,highway,suburbs,daylight,clear-sky,high
clgr0wqiz42bo075s1tn5gald,collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8tc33sa076obsh8hszj,near-collision,main-road,urban,night,clear-sky,medium
clgr0u8tc7d6a07866r4k2brn,near-collision,highway,unknown,daylight,clear-sky,high
clgr0u8td33u6076oc7rggwfm,collision,parking-lot,suburbs,daylight,clear-sky,low
clgr0u8te33x6076ohsi176cf,near-collision,highway,unknown,daylight,clear-sky,high
clgr0u8tb2un8075sg0cp4m16,collision,main-road,suburbs,daylight,cloudy,medium
clgr0vkq16pu207aremdr1f7x,near-collision,main-road,urban,night,clear-sky,high
clgr0vkq43fj2078p1gppffdo,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkq53hyo075s3ngg4ed4,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkq58b1e076z4ey2flqa,near-collision,main-road,suburbs,night,clear-sky,low
clgr0vkq63foa078p648r3wdc,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkq13hro075s7p0s2hja,near-collision,highway,urban,daylight,clear-sky,high
clgr0u8rv3dii0796hb7t2mvl,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8rx2mva078pgapog37n,near-collision,highway,rural,daylight,clear-sky,high
clgr0u8rx31nm076ohr3gct8f,near-collision,highway,rural,daylight,clear-sky,high
clgr0u8rx2h6j076l8km47pps,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0v0304313078h7oso61tm,near-collision,main-road,urban,daylight,cloudy,high
clgr0v03387ih077t25q80k1x,near-collision,main-road,urban,daylight,clear-sky,high
clgr0v0332wpt076lbw9f0ulr,near-collision,main-road,unknown,night,clear-sky,high
clgr0uzyw3z6f078hg3fr48t9,near-collision,highway,unknown,daylight,clear-sky,high
clgr0uzyw6d0207ar4p1w8rw6,near-collision,parking-lot,urban,night,clear-sky,high
clgr0uzyx0hmf079055rnahud,near-collision,highway,suburbs,daylight,clear-sky,medium
clgr0uzyx6d2q07ara3osbdt8,near-collision,main-road,urban,daylight,cloudy,high
clgr0uzyy2ugd076lb47f3w5f,near-collision,main-road,suburbs,twilight,cloudy,high
clgr0uzyx7owi07a9ejp95aob,near-collision,main-road,urban,daylight,clear-sky,high
clgr0uzyx83el077t9y10e2dv,near-collision,parking-lot,urban,daylight,clear-sky,high
clgr0uzyy3ppm0796afjj0sm4,near-collision,highway,urban,night,clear-sky,low
clgr0y71z503c076oa43zgyvg,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y71z5e67078h6e0y0ne1,collision,main-road,suburbs,daylight,clear-sky,medium
clgr0y71z9hdm086scdng9lb8,near-collision,main-road,urban,night,clear-sky,low
clgr0y720165j0790ag3a7u64,near-collision,main-road,urban,night,rain,high
clgr0y7205e7r078h42g4dx5v,near-collision,main-road,urban,twilight,clear-sky,high
clgr0y7205e7v078h8cuvhrca,near-collision,main-road,urban,night,clear-sky,high
clgr0y7209hfi086s37vo7sdb,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y7214h8u078pc1mracep,near-collision,main-road,urban,night,clear-sky,low
clgr0y7219hi2086shtzq2fed,near-collision,main-road,urban,night,rain,high
clgr0y72216930790h4togtnb,near-collision,main-road,urban,night,clear-sky,low
clgr0y72216an07907wmubpu8,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72250b8076oexzagsri,near-collision,main-road,urban,night,clear-sky,high
clgr0y71z504w076ofgdg2djg,near-collision,main-road,urban,night,clear-sky,medium
clgr0y7204h7u078p97nuh47s,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y721509o076o0ivugay4,near-collision,main-road,urban,night,clear-sky,high
clgr0y72250c8076o377jg8yw,near-collision,highway,urban,night,clear-sky,high
clgr0vl7n6ugq07ar2jkgbclk,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vl7t6uw207ar6hyc1rx3,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vl7w6v5q07arc44s1xct,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8qr3bta0796408q7wq8,near-collision,highway,urban,night,clear-sky,medium
clgr0u8qs79ki07a9154c2sro,near-collision,highway,urban,daylight,clear-sky,high
clgr0u8qt3bye0796btkyb6cd,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8qr79ju07a96pj55k55,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0y72t18470790cw26g5ma,collision,main-road,urban,daylight,clear-sky,high
clgr0y72t184f0790a4pdf9fu,near-collision,main-road,urban,daylight,cloudy,medium
clgr0y72t184v07907a9t4rfw,near-collision,highway,rural,daylight,clear-sky,medium
clgr0y72t1wmu07757p2vhkxo,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y72t5g83078h89x16xx6,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0y72t5gab078h2gvgdxie,near-collision,main-road,urban,night,clear-sky,low
clgr0y72t6u06078set8i272q,near-collision,main-road,urban,twilight,cloudy,high
clgr0y72t98jh077thlup9cgw,near-collision,highway,urban,daylight,cloudy,low
clgr0y72u0w0v078ohjw47cw3,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y72u1woq077581iy9pbh,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72u1wp607750qsoavz2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y72u1wr60775fazz02ah,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72u38080791f7294pbp,near-collision,main-road,urban,night,clear-sky,high
clgr0y72u4bml076l3d47eaqa,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72u952i07a9bxnv85nw,near-collision,main-road,urban,daylight,rain,medium
clgr0y72u95ym07862k2s7ilb,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y72u37z007914kseaosl,collision,main-road,suburbs,daylight,clear-sky,high
clgr0xnzz41gp076l38vm56hp,near-collision,main-road,urban,night,clear-sky,high
clgr0xnzz7n2m07ar2k5jahqy,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xnzz7n3m07arbttc6tdj,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo001dl3078a23hfcdpo,near-collision,main-road,urban,night,clear-sky,low
clgr0xo001dl7078adhuy9bh6,near-collision,main-road,urban,twilight,clear-sky,low
clgr0xo011dnb078a31zj2seq,near-collision,main-road,urban,night,clear-sky,high
clgr0xo017n8i07ar9ku3g6sn,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo017n8u07ar1ysa8yb4,collision,main-road,urban,daylight,clear-sky,high
clgr0xnzz4zdq0796baedfd4f,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xo000r22078v0gl8fyft,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo0055uz078h69wy9405,near-collision,alley,urban,daylight,cloudy,high
clgr0xo008xgq0786022tedlv,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo011dmb078ahsoa4j3u,near-collision,main-road,urban,night,clear-sky,high
clgr0xo007n6e07arb8o70prm,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xo011dlr078a5znecywp,near-collision,main-road,urban,night,clear-sky,high
clgr0xo011dmv078addbx9qga,collision,main-road,suburbs,daylight,rain,low
clgr0y72n17nz0790bnja0xrh,near-collision,highway,urban,daylight,clear-sky,high
clgr0y72n17o307903vj4fkie,near-collision,main-road,urban,daylight,rain,high
clgr0y72n9859077ta88r9i5k,near-collision,main-road,urban,night,clear-sky,low
clgr0y72o37rg0791d1yocuxg,near-collision,main-road,urban,night,clear-sky,high
clgr0y72o6to2078s3ycicr1i,collision,highway,suburbs,night,clear-sky,medium
clgr0y72n17pf0790eim9amov,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72o94m207a98zy29pir,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y72o95le0786ccyxf7w6,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y72o95lm07862hagac6h,near-collision,main-road,urban,night,clear-sky,low
clgr0y72o987d077tesd1c7k4,near-collision,main-road,urban,night,clear-sky,low
clgr0y72o9881077t84xme653,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y72o9j3i086saxrkeabc,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72p0t6q078v9qzj0fao,near-collision,highway,urban,twilight,clear-sky,high
clgr0y77l6zqu078s84wp0bxw,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y77m4h09076ldpfucy8b,near-collision,main-road,urban,night,rain,high
clgr0y77m4h0p076lh9imf9th,near-collision,highway,urban,daylight,clear-sky,high
clgr0y77m4h11076l7933erv6,near-collision,highway,unknown,night,rain,high
clgr0y77m5l7z078h0nueefwn,near-collision,main-road,urban,twilight,clear-sky,high
clgr0y77n28iq07aa1qi54dkd,near-collision,main-road,urban,daylight,cloudy,medium
clgr0y77n4h19076lcyhkbzxo,near-collision,main-road,urban,night,clear-sky,high
clgr0y77n4h29076l10v979vr,near-collision,main-road,suburbs,night,clear-sky,high
clgr0y77n4h2h076l0izl36y6,collision,main-road,urban,daylight,clear-sky,low
clgr0y77n4h2t076lho9y7q0t,near-collision,highway,unknown,daylight,clear-sky,high
clgr0y77n6ztu078s5yyb8oq3,near-collision,main-road,urban,night,cloudy,medium
clgr0y77o28la07aa0x288h0l,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y77o28jq07aa7w6r3nrv,collision,main-road,urban,night,clear-sky,high
clgr0y77o4ndu078pdobz3l50,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y77o5dmm0796g41m4zzl,near-collision,highway,urban,daylight,clear-sky,low
clgr0y77o6zwy078sf2p75mel,near-collision,main-road,urban,night,rain,low
clgr0y77o9bgi078681j600v5,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0umze3gcy07969w3lcqff,near-collision,main-road,suburbs,night,clear-sky,medium
clgr0u8r70ok60775cvkxg6ka,near-collision,highway,urban,night,clear-sky,low
clgr0u8r70ukm07aac3esblb9,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8r72lau078p3xvwcuq8,near-collision,main-road,suburbs,night,clear-sky,high
clgr0u8r75yiu07ar7aq37qe2,collision,highway,urban,twilight,clear-sky,high
clgr0u8r47ahy07862r6wgvee,near-collision,main-road,urban,daylight,clear-sky,low
clgr0u8r84x12078sdr4f2847,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y7645j4r078hcz3hdaam,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y76496wq07a98xxe6f44,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y7651lif078agn1b6qar,near-collision,alley,urban,daylight,clear-sky,medium
clgr0y7651liz078a5n1s0moo,collision,main-road,suburbs,daylight,clear-sky,low
clgr0y7651zy20775b5aq2xxo,near-collision,main-road,urban,night,clear-sky,high
clgr0y7651zym07757f9zd40f,collision,main-road,urban,night,clear-sky,low
clgr0y7651zyu07756rvpbxyr,near-collision,main-road,urban,twilight,clear-sky,high
clgr0y7654lr2078pdjaxg7sl,near-collision,main-road,urban,night,clear-sky,high
clgr0y7654lsa078pe59u8trm,near-collision,main-road,urban,night,clear-sky,high
clgr0y7655aja0796du6sfo8q,near-collision,main-road,urban,night,clear-sky,high
clgr0y7655j6v078h04sedooi,collision,main-road,urban,daylight,clear-sky,medium
clgr0y7656xi2078sgcf3big1,near-collision,main-road,urban,daylight,cloudy,low
clgr0y7656xi6078s3k9m1o19,near-collision,highway,urban,daylight,clear-sky,medium
clgr0y76596yu07a9hosn3ps6,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y7645aey079624mz0xxw,near-collision,main-road,urban,night,clear-sky,low
clgr0y7645af2079633eadr4v,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y7649m7a086sfuon0ges,near-collision,main-road,urban,night,clear-sky,high
clgr0y7651zz20775g0ikcws6,near-collision,main-road,urban,night,clear-sky,high
clgr0y7655aiq07960q1mccka,near-collision,main-road,urban,daylight,rain,low
clgr0y7665ja7078hd2fpc1jg,near-collision,main-road,urban,night,clear-sky,low
clgr0y7666xk2078s0fzjc0ku,near-collision,highway,rural,night,rain,low
clgr0vkjz34zh076l692df6h4,near-collision,main-road,urban,night,clear-sky,low
clgr0vkk03505076ldydxe4bq,near-collision,highway,urban,daylight,clear-sky,high
clgr0vkjy34xl076lbh695757,collision,highway,unknown,daylight,clear-sky,low
clgr0vkk6358t076lgfv48wn2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkkb1d1207aa6xaoffwe,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wqgj3mdx076l2s1w1wbj,near-collision,parking-lot,urban,daylight,clear-sky,low
clgr0wqgj4mxn078hbj165tg1,collision,main-road,suburbs,twilight,clear-sky,low
clgr0wqgj8g1i07a9a8qm38ws,near-collision,highway,suburbs,daylight,clear-sky,low
clgr0wqgl4aoi076o7048giga,near-collision,main-road,urban,night,clear-sky,high
clgr0wqgl4khi0796d3r23ffp,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0wqgl61km078s6h0eatri,near-collision,highway,rural,daylight,cloudy,high
clgr0wqgl8g6m07a91ba67o7x,near-collision,main-road,urban,daylight,clear-sky,high
cljex08nx2ao00770h8era7gs,collision,main-road,urban,daylight,clear-sky,medium
cljex08nz19tx0750fisw5yko,near-collision,main-road,suburbs,daylight,clear-sky,medium
cljex08ny2dyn075j2fhi7lpa,collision,highway,rural,daylight,clear-sky,medium
clgr0xo3c9c20086s0y0i7rf0,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo3c9c2k086s377pb3oo,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo3c9gei076z5909ep1v,near-collision,main-road,suburbs,night,clear-sky,low
clgr0xo3d1gsr078a8z0ad99e,near-collision,main-road,urban,night,clear-sky,low
clgr0xo3d1gt3078a4fwk6xwq,near-collision,main-road,urban,night,clear-sky,high
clgr0xo3d4vxq076og38gdio2,near-collision,main-road,urban,daylight,rain,low
clgr0xo3c8zjq078643age3ju,near-collision,highway,urban,daylight,clear-sky,high
clgr0xo3c8zke0786esxxenyx,near-collision,highway,urban,daylight,rain,high
clgr0xo3d1tzu07757ek1fo9e,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo3d4lzw075s3d8f24wg,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo3d4vxu076o4jbl5xgh,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xo3d6qtq078sh5uies9v,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xo3d9ghi076z0eyxcroa,near-collision,highway,urban,daylight,rain,low
clgr0xo3e1u1m07759l5gf4zy,near-collision,main-road,rural,night,clear-sky,medium
clgr0xo3e1u1e0775ej1056ee,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xo3e21iq07aaahvb6sho,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo3e32mk07916mmm0bcu,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbax8oxm07a958srfecs,near-collision,main-road,urban,night,clear-sky,medium
clgr0xbay4k8a076o1ixxgodj,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbay7gvi07ardcwv3b15,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xbay92ye076z1jbh0h86,near-collision,main-road,urban,night,clear-sky,low
clgr0xbay92ze076z3vi3fbq0,near-collision,main-road,urban,night,clear-sky,high
clgr0xbaz7gwm07arck7wgeir,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xbaz8p2y07a99esrd76p,near-collision,main-road,urban,night,clear-sky,low
clgr0xbax92vq076z9q63g09b,near-collision,main-road,urban,night,clear-sky,high
clgr0xbax92vy076za7gj28ol,near-collision,main-road,urban,daylight,cloudy,high
clgr0xbay18z3078aemix4iy7,near-collision,highway,urban,night,clear-sky,high
clgr0xbay1lvu0775ajd776g9,near-collision,main-road,suburbs,night,clear-sky,high
clgr0xbay7gw207arh58y9uhb,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xbay8p0q07a92obb4bu6,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xbay92xy076zeymd32vn,near-collision,main-road,urban,night,clear-sky,high
clgr0xbaz191v078afwrwhqbb,near-collision,main-road,urban,night,clear-sky,high
clgr0xbaz1lyy07757sbq7ra9,near-collision,main-road,urban,night,clear-sky,high
clgr0xbaz4kbe076o51a31bns,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0r30z00791hu0odo5x,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0r6lqm078sdw3n6zob,near-collision,main-road,urban,night,clear-sky,high
clgr0xo0r7oyy07argm42f35u,collision,highway,rural,night,clear-sky,high
clgr0xo0r980c086s2i7p3jv8,near-collision,main-road,urban,night,rain,high
clgr0xo0s0s9y078vakxm050w,near-collision,main-road,urban,night,clear-sky,high
clgr0xo0s313007915gv2eff8,near-collision,main-road,urban,night,clear-sky,high
clgr0xo0s50pm07960g7deao7,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0r4abm078pdr2j65hg,collision,main-road,urban,daylight,cloudy,high
clgr0xo0r50mi079635o50uiz,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0r981o086sgwaggmv7,near-collision,highway,urban,night,clear-sky,high
clgr0xo0r9bse076zha2928wl,near-collision,alley,suburbs,night,clear-sky,high
clgr0xo0s7p1i07ar9axh1tdk,near-collision,main-road,urban,night,clear-sky,high
clgr0xo0s9bv2076z52ke4ktv,collision,highway,urban,daylight,cloudy,high
clgr0xo0t6lv6078s1yvnfokz,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0xo0r6lpm078s3qi03trk,near-collision,highway,urban,night,clear-sky,high
clgr0xo0s6lt2078shekvg2l0,near-collision,highway,rural,daylight,rain,high
clgr0xo0s7p1y07areok6h2h7,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo0t985c086sazv79wmo,near-collision,main-road,urban,night,rain,medium
clgr0u8qa3fn7078h41k16wma,near-collision,highway,urban,daylight,clear-sky,high
clgr0u8qd7wfl077tf05ka5j1,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8qb3fp3078h6a7s6tyz,near-collision,main-road,urban,night,clear-sky,low
clgr0u8q978ze07a96uk13yrt,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8qb73o8086sawnp0ttl,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo4y4olc075scl995xbm,near-collision,main-road,urban,night,clear-sky,low
clgr0xo4y4yte076o5517dxef,collision,main-road,suburbs,night,cloudy,low
clgr0xo4y4ytm076o031la8t3,near-collision,highway,urban,daylight,clear-sky,high
clgr0xo4y4yui076ogw1mckdj,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xo4z360s07916u9i91mr,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4z7ube07arbden0pxc,near-collision,highway,urban,twilight,cloudy,high
clgr0xo4z96bp077t1dm2haad,near-collision,main-road,rural,night,clear-sky,low
clgr0xo507uey07ar2vm93dj6,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo5096cp077tcc4m0nky,near-collision,highway,urban,night,clear-sky,medium
clgr0xo4y35zc0791fkp9cm8m,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4y5caf078h2yafeg84,collision,main-road,urban,night,clear-sky,medium
clgr0xo4z4yvq076o46szb6u5,near-collision,main-road,urban,night,clear-sky,low
clgr0xo4z7uc607ara7uzb6v8,near-collision,highway,urban,twilight,clear-sky,high
clgr0xo50363c079173g22tze,near-collision,highway,urban,daylight,cloudy,low
clgr0xo5055jm0796gmdjd8ju,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xo5096c9077t66zm3ysw,near-collision,highway,rural,daylight,cloudy,medium
clgr0xo514z22076ocqnl6cp6,near-collision,parking-lot,unknown,night,clear-sky,low
clgr0xo5155ky0796flsvd4rk,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo515ci3078h2wz5ate1,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xo515cin078haidp0nnj,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo515cjv078h3f9g65zd,near-collision,main-road,urban,night,clear-sky,low
clgr0xo517ufi07arhahoaiwi,near-collision,main-road,urban,night,clear-sky,low
clgr0xo50364o0791422o1kwo,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo505ch3078h7mpubzot,near-collision,main-road,urban,daylight,cloudy,high
clgr0y73i99m1077tfedb1br2,collision,main-road,urban,night,cloudy,low
clgr0y73j22z607aa6x5t5vxz,near-collision,highway,rural,night,clear-sky,medium
clgr0y73j391o0791h9wbardf,near-collision,main-road,urban,night,clear-sky,low
clgr0y73j99ol077ta4d831ug,collision,highway,unknown,night,rain,medium
clgr0y73k1xw207750gbuajgm,collision,main-road,urban,daylight,cloudy,high
clgr0y73k99q5077t32nr0ikw,collision,highway,unknown,night,clear-sky,medium
clgr0y73k9hyq076z87tw9jfj,near-collision,main-road,suburbs,night,clear-sky,high
clgr0y73i97n607862n658v79,near-collision,main-road,rural,daylight,clear-sky,medium
clgr0y73i99kx077t6bhsghk4,near-collision,main-road,urban,night,clear-sky,medium
clgr0y73i9htu076z79ra4pv4,collision,highway,urban,daylight,cloudy,high
clgr0y73j191z07907b9q2zxb,near-collision,main-road,urban,night,rain,high
clgr0y73j99pp077t7naaai6k,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y73k0xcr078ob1jx66h4,near-collision,main-road,urban,night,clear-sky,high
clgr0y73k1xve0775bsd3gcbe,near-collision,main-road,urban,daylight,cloudy,high
clgr0y73k99qh077thz0dfsxv,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y73l0xdr078o2kfocy8o,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y73l1xxi0775ck64dsy0,near-collision,main-road,urban,night,clear-sky,high
clgr0y73l1xyq07758j354ey1,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y73k39300791gg8l0p5x,collision,main-road,urban,night,clear-sky,medium
clgr0y73k7wsa07ar1q7tfp0c,near-collision,highway,suburbs,twilight,clear-sky,high
clgr0y73l0xe7078oabl2dqn3,collision,main-road,urban,night,cloudy,high
cljewzom0f0zx074605zvauf8,near-collision,main-road,urban,daylight,cloudy,high
cljewzomdf1kt07460hhl6a4a,near-collision,main-road,urban,daylight,clear-sky,high
cljewzomdf1l1074645utg6y8,collision,alley,urban,daylight,clear-sky,high
cljewzomef1mh0746asus8odp,near-collision,main-road,urban,daylight,clear-sky,high
cljewzomhf1qx07464va372bg,collision,main-road,urban,daylight,clear-sky,high
cljewzomaf1fl0746ht898dgg,near-collision,main-road,urban,twilight,rain,high
cljewzomj2gm4075q32pvduj5,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8tm7dny07862dfvaxro,near-collision,main-road,suburbs,night,clear-sky,low
clgr0u8tm7doy0786fmbrgbb7,collision,highway,urban,daylight,clear-sky,high
clgr0u8tm7mfy076z7d5fhq9l,collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8tn0v6207aag5r5fwjn,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0u8to62vy07ar2mlx059i,near-collision,parking-lot,urban,night,clear-sky,low
clgr0xo1g6ng2078sgw3a9762,near-collision,alley,urban,twilight,clear-sky,low
clgr0xo1g7pye07ar3gliadbb,near-collision,main-road,urban,twilight,clear-sky,medium
clgr0xo1h43s9076l7dj0f4wo,near-collision,main-road,urban,twilight,cloudy,high
clgr0xo1h51wq0796e6l507et,near-collision,main-road,urban,night,clear-sky,low
clgr0xo1h7q0i07arh9zphzuh,near-collision,highway,urban,daylight,cloudy,high
clgr0xo1h99so086s2bnqc52r,near-collision,highway,suburbs,twilight,cloudy,high
clgr0xo1h99tg086s95an5tbb,collision,main-road,urban,night,clear-sky,medium
clgr0xo1i51xa0796danv778p,near-collision,main-road,unknown,daylight,clear-sky,low
clgr0xo1g7px607ar88pe1dts,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo1g99q8086see5k52b7,collision,main-road,urban,night,clear-sky,medium
clgr0xo1g99ro086shcp70u5q,near-collision,highway,urban,daylight,cloudy,medium
clgr0xo1h4bzi078ph12u1wge,collision,highway,urban,night,clear-sky,medium
clgr0xo1i43u9076l81weaomf,collision,main-road,urban,daylight,clear-sky,medium
clgr0xo1i4c32078p8j5k475w,near-collision,main-road,urban,night,rain,high
clgr0xo1i7q4607arf6v63fg0,near-collision,main-road,urban,daylight,clear-sky,high
